,homoloid,mouse,human
15200,42537547,Slc25a30,SLC25A30
15201,42549972,Slc25a31,SLC25A31
15202,42545225,Slc25a32,SLC25A32
15203,42544168,Slc25a33,SLC25A33
15204,42534628,Slc25a34,SLC25A34
15205,42533960,Slc25a35,SLC25A35
15206,42535219,Slc25a36,SLC25A36
15207,42542328,Slc25a37,SLC25A37
15208,42540528,Slc25a38,SLC25A38
15209,42547327,Slc25a39,SLC25A39
15210,42538479,Slc25a4,SLC25A4
15211,42537348,Slc25a40,SLC25A40
15212,42536072,Slc25a41,SLC25A41
15213,42544889,Slc25a42,SLC25A42
15214,42544179,Slc25a43,SLC25A43
15215,42542861,Slc25a44,SLC25A44
15216,42550712,Slc25a45,SLC25A45
15217,42547577,Slc25a46,SLC25A46
15218,42538838,Slc25a47,SLC25A47
15219,42543275,Slc25a48,SLC25A48
15220,42537259,Slc25a5,SLC25A5
15221,42541698,Slc25a51,SLC25A51
15222,42553086,Slc25a53,SLC25A53
15223,42542963,Slc26a1,SLC26A1
15224,42537894,Slc26a10,SLC26A10P
15225,42548303,Slc26a11,SLC26A11
15226,42542626,Slc26a2,SLC26A2
15227,42537314,Slc26a3,SLC26A3
15228,42537362,Slc26a4,SLC26A4
15229,42544277,Slc26a5,SLC26A5
15230,42534073,Slc26a6,SLC26A6
15231,42549638,Slc26a7,SLC26A7
15232,42550847,Slc26a8,SLC26A8
15233,42549836,Slc26a9,SLC26A9
15234,42536311,Slc27a1,SLC27A1
15235,42533667,Slc27a2,SLC27A2
15236,42550131,Slc27a3,SLC27A3
15237,42542053,Slc27a4,SLC27A4
15238,42533668,Slc27a5,SLC27A5
15239,42547974,Slc27a6,SLC27A6
15240,42546262,Slc28a1,SLC28A1
15241,42546263,Slc28a2,SLC28A2
15242,42546261,Slc28a2b,SLC28A2
15243,42550666,Slc28a3,SLC28A3
15244,42532340,Slc29a1,SLC29A1
15245,42532755,Slc29a2,SLC29A2
15246,42545080,Slc29a3,SLC29A3
15247,42533490,Slc29a4,SLC29A4
15248,42541754,Slc2a1,SLC2A1
15249,42534887,Slc2a10,SLC2A10
15250,42546304,Slc2a12,SLC2A12
15251,42543812,Slc2a13,SLC2A13
15252,42545910,Slc2a2,SLC2A2
15253,42543584,Slc2a3,SLC2A3
15254,42549290,Slc2a4,SLC2A4
15255,42545662,Slc2a5,SLC2A5
15256,42546902,Slc2a6,SLC2A6
15257,42549405,Slc2a7,SLC2A7
15258,42542427,Slc2a8,SLC2A8
15259,42535437,Slc2a9,SLC2A9
15260,42548004,Slc30a1,SLC30A1
15261,42542874,Slc30a10,SLC30A10
15262,42542557,Slc30a2,SLC30A2
15263,42549216,Slc30a3,SLC30A3
15264,42546671,Slc30a4,SLC30A4
15265,42538756,Slc30a5,SLC30A5
15266,42547829,Slc30a6,SLC30A6
15267,42542166,Slc30a7,SLC30A7
15268,42537104,Slc30a8,SLC30A8
15269,42540089,Slc30a9,SLC30A9
15270,42539731,Slc31a1,SLC31A1
15271,42540578,Slc31a2,SLC31A2
15272,42535304,Slc32a1,SLC32A1
15273,42543597,Slc33a1,SLC33A1
15274,42544548,Slc34a1,SLC34A1
15275,42544855,Slc34a2,SLC34A2
15276,42550908,Slc34a3,SLC34A3
15277,42535511,Slc35a1,SLC35A1
15278,42533845,Slc35a2,SLC35A2
15279,42534002,Slc35a3,SLC35A3
15280,42538429,Slc35a4,SLC35A4
15281,42543220,Slc35a5,SLC35A5
15282,42533244,Slc35b1,SLC35B1
15283,42548084,Slc35b2,SLC35B2
15284,42547394,Slc35b3,SLC35B3
15285,42544431,Slc35b4,SLC35B4
15286,42544218,Slc35c1,SLC35C1
15287,42546753,Slc35c2,SLC35C2
15288,42538459,Slc35d1,SLC35D1
15289,42537765,Slc35d2,SLC35D2
15290,42548826,Slc35d3,SLC35D3
15291,42545139,Slc35e1,SLC35E1
15292,42543866,Slc35e3,SLC35E3
15293,42538826,Slc35e4,SLC35E4
15294,42541490,Slc35f1,SLC35F1
15295,42538675,Slc35f2,SLC35F2
15296,42539647,Slc35f3,SLC35F3
15297,42533974,Slc35f4,SLC35F4
15298,42550603,Slc35f5,SLC35F5
15299,42534148,Slc35f6,SLC35F6
15300,42533471,Slc35g1,SLC35G1
15301,42538664,Slc35g2,SLC35G2
15302,42550796,Slc35g3,SLC35G3
15303,42542678,Slc36a1,SLC36A1
15304,42542680,Slc36a2,SLC36A2
15305,42542679,Slc36a3,SLC36A3
15306,42543223,Slc36a4,SLC36A4
15307,42541907,Slc37a1,SLC37A1
15308,42543017,Slc37a2,SLC37A2
15309,42532725,Slc37a3,SLC37A3
15310,42545586,Slc37a4,SLC37A4
15311,42550704,Slc38a1,SLC38A1
15312,42546724,Slc38a10,SLC38A10
15313,42534089,Slc38a11,SLC38A11
15314,42541789,Slc38a2,SLC38A2
15315,42546194,Slc38a3,SLC38A3
15316,42536244,Slc38a4,SLC38A4
15317,42537758,Slc38a5,SLC38A5
15318,42540422,Slc38a6,SLC38A6
15319,42542404,Slc38a7,SLC38A7
15320,42537214,Slc38a8,SLC38A8
15321,42545340,Slc38a9,SLC38A9
15322,42545382,Slc39a1,SLC39A1
15323,42541651,Slc39a10,SLC39A10
15324,42535996,Slc39a11,SLC39A11
15325,42549699,Slc39a12,SLC39A12
15326,42541593,Slc39a13,SLC39A13
15327,42534614,Slc39a14,SLC39A14
15328,42545383,Slc39a2,SLC39A2
15329,42546415,Slc39a3,SLC39A3
15330,42541685,Slc39a4,SLC39A4
15331,42543262,Slc39a5,SLC39A5
15332,42547746,Slc39a6,SLC39A6
15333,42545334,Slc39a7,SLC39A7
15334,42537217,Slc39a8,SLC39A8
15335,42542732,Slc39a9,SLC39A9
15336,42535568,Slc3a1,SLC3A1
15337,42532466,Slc3a2,SLC3A2
15338,42546896,Slc40a1,SLC40A1
15339,42540457,Slc41a1,SLC41A1
15340,42537691,Slc41a2,SLC41A2
15341,42550158,Slc41a3,SLC41A3
15342,42540690,Slc43a1,SLC43A1
15343,42540869,Slc43a2,SLC43A2
15344,42543036,Slc43a3,SLC43A3
15345,42543615,Slc44a1,SLC44A1
15346,42532482,Slc44a2,SLC44A2
15347,42543616,Slc44a3,SLC44A3
15348,42547322,Slc44a4,SLC44A4
15349,42536309,Slc44a5,SLC44A5
15350,42538008,Slc45a1,SLC45A1
15351,42545756,Slc45a2,SLC45A2
15352,42545451,Slc45a3,SLC45A3
15353,42536842,Slc45a4,SLC45A4
15354,42545747,Slc46a1,SLC46A1
15355,42549211,Slc46a2,SLC46A2
15356,42532711,Slc46a3,SLC46A3
15357,42538421,Slc47a1,SLC47A1
15358,42538422,Slc47a2,SLC47A2
15359,42536331,Slc48a1,SLC48A1
15360,42547456,Slc49a4,SLC49A4
15361,42538389,Slc4a1,SLC4A1
15362,42540284,Slc4a10,SLC4A10
15363,42544238,Slc4a11,SLC4A11
15364,42540416,Slc4a1ap,SLC4A1AP
15365,42540006,Slc4a2,SLC4A2
15366,42547779,Slc4a3,SLC4A3
15367,42543098,Slc4a4,SLC4A4
15368,42533012,Slc4a5,SLC4A5
15369,42534709,Slc4a7,SLC4A7
15370,42548115,Slc4a8,SLC4A8
15371,42548694,Slc4a9,SLC4A9
15372,42541122,Slc50a1,SLC50A1
15373,42544475,Slc51a,SLC51A
15374,42548602,Slc51b,SLC51B
15375,42545983,Slc52a2,SLC52A2
15376,42544598,Slc52a3,SLC52A3
15377,42543873,Slc5a1,SLC5A1
15378,42540121,Slc5a10,SLC5A10
15379,42546831,Slc5a11,SLC5A11
15380,42538018,Slc5a12,SLC5A12
15381,42548105,Slc5a2,SLC5A2
15382,42532421,Slc5a3,SLC5A3
15383,42543871,Slc5a4a,SLC5A4
15384,42543872,Slc5a4b,SLC5A4
15385,42540836,Slc5a5,SLC5A5
15386,42534221,Slc5a6,SLC5A6
15387,42533104,Slc5a7,SLC5A7
15388,42534346,Slc5a8,SLC5A8
15389,42547646,Slc5a9,SLC5A9
15390,42548576,Slc66a1,SLC66A1
15391,42549711,Slc66a2,SLC66A2
15392,42541942,Slc6a1,SLC6A1
15393,42540232,Slc6a11,SLC6A11
15394,42536063,Slc6a12,SLC6A12
15395,42533084,Slc6a13,SLC6A13
15396,42543257,Slc6a14,SLC6A14
15397,42548104,Slc6a15,SLC6A15
15398,42533355,Slc6a16,SLC6A16
15399,42541471,Slc6a17,SLC6A17
15400,42540235,Slc6a18,SLC6A18
15401,42532414,Slc6a19,SLC6A19
15402,42542666,Slc6a2,SLC6A2
15403,42549584,Slc6a20a,SLC6A20
15404,42553244,Slc6a20b,SLC6A20
15405,42533356,Slc6a21,SLC6A21P
15406,42542636,Slc6a3,SLC6A3
15407,42540250,Slc6a4,SLC6A4
15408,42545308,Slc6a5,SLC6A5
15409,42542474,Slc6a6,SLC6A6
15410,42550124,Slc6a7,SLC6A7
15411,42546351,Slc6a8,SLC6A8
15412,42546946,Slc6a9,SLC6A9
15413,42538197,Slc7a1,SLC7A1
15414,42536102,Slc7a10,SLC7A10
15415,42533313,Slc7a11,SLC7A11
15416,42549955,Slc7a13,SLC7A13
15417,42539304,Slc7a14,SLC7A14
15418,42543661,Slc7a15,SLC7A15P
15419,42547466,Slc7a2,SLC7A2
15420,42544984,Slc7a3,SLC7A3
15421,42540141,Slc7a4,SLC7A4
15422,42537625,Slc7a5,SLC7A5
15423,42543681,Slc7a6,SLC7A6
15424,42539008,Slc7a6os,SLC7A6OS
15425,42544720,Slc7a7,SLC7A7
15426,42542908,Slc7a8,SLC7A8
15427,42544290,Slc7a9,SLC7A9
15428,42537236,Slc8a1,SLC8A1
15429,42540554,Slc8a2,SLC8A2
15430,42539714,Slc8a3,SLC8A3
15431,42535507,Slc8b1,SLC8B1
15432,42534193,Slc9a1,SLC9A1
15433,42539615,Slc9a2,SLC9A2
15434,42540187,Slc9a3,SLC9A3
15435,42534514,Slc9a3r1,NHERF1
15436,42548700,Slc9a3r2,NHERF2
15437,42539616,Slc9a4,SLC9A4
15438,42545325,Slc9a5,SLC9A5
15439,42537902,Slc9a6,SLC9A6
15440,42536262,Slc9a7,SLC9A7
15441,42540212,Slc9a8,SLC9A8
15442,42549029,Slc9a9,SLC9A9
15443,42543589,Slc9b1,SLC9B1
15444,42543588,Slc9b2,SLC9B2
15445,42551014,Slc9c1,SLC9C1
15446,42546327,Slco1a1,SLCO1A2
15447,42549171,Slco1a4,SLCO1A2
15448,42549483,Slco1a5,SLCO1A2
15449,42551041,Slco1a6,SLCO1A2
15450,42537860,Slco1c1,SLCO1C1
15451,42547227,Slco2a1,SLCO2A1
15452,42547763,Slco2b1,SLCO2B1
15453,42532882,Slco3a1,SLCO3A1
15454,42546206,Slco4a1,SLCO4A1
15455,42550601,Slco4c1,SLCO4C1
15456,42538690,Slco5a1,SLCO5A1
15457,42553331,Slco6b1,SLCO6A1
15458,42549083,Slco6c1,SLCO6A1
15459,42548774,Slco6d1,SLCO6A1
15460,42534397,Slf1,SLF1
15461,42539014,Slf2,SLF2
15462,42553217,Slfn14,SLFN14
15463,42549077,Slfn5,SLFN5
15464,42549679,Slfnl1,SLFNL1
15465,42533690,Slirp,SLIRP
15466,42539755,Slit1,SLIT1
15467,42541557,Slit2,SLIT2
15468,42540669,Slit3,SLIT3
15469,42549395,Slitrk1,SLITRK1
15470,42545163,Slitrk2,SLITRK2
15471,42546375,Slitrk3,SLITRK3
15472,42538007,Slitrk4,SLITRK4
15473,42536692,Slitrk5,SLITRK5
15474,42532519,Slitrk6,SLITRK6
15475,42537154,Slk,SLK
15476,42539738,Slmap,SLMAP
15477,42549349,Sln,SLN
15478,42549433,Slpi,SLPI
15479,42544991,Sltm,SLTM
15480,42539812,Slu7,SLU7
15481,42549070,Slurp1,SLURP1
15482,42549339,Slurp2,SLURP2
15483,42542592,Slx1b,SLX1B
15484,42540533,Slx4,SLX4
15485,42536322,Slx4ip,SLX4IP
15486,42547605,Smad1,SMAD1
15487,42547307,Smad2,SMAD2
15488,42541099,Smad3,SMAD3
15489,42540299,Smad4,SMAD4
15490,42537292,Smad5,SMAD5
15491,42538469,Smad6,SMAD6
15492,42546791,Smad7,SMAD7
15493,42537497,Smad9,SMAD9
15494,42550629,Smagp,SMAGP
15495,42540727,Smap1,SMAP1
15496,42542198,Smap2,SMAP2
15497,42533800,Smarca1,SMARCA1
15498,42546695,Smarca2,SMARCA2
15499,42543168,Smarca4,SMARCA4
15500,42539346,Smarca5,SMARCA5
15501,42541736,Smarcad1,SMARCAD1
15502,42537884,Smarcal1,SMARCAL1
15503,42543868,Smarcb1,SMARCB1
15504,42537627,Smarcc1,SMARCC1
15505,42548077,Smarcc2,SMARCC2
15506,42548230,Smarcd1,SMARCD1
15507,42544728,Smarcd2,SMARCD2
15508,42545973,Smarcd3,SMARCD3
15509,42539932,Smarce1,SMARCE1
15510,42553362,Smbd1,SMBD1P
15511,42544160,Smc1a,SMC1A
15512,42542145,Smc1b,SMC1B
15513,42537336,Smc2,SMC2
15514,42546158,Smc3,SMC3
15515,42543479,Smc4,SMC4
15516,42548329,Smc5,SMC5
15517,42532968,Smc6,SMC6
15518,42537352,Smchd1,SMCHD1
15519,42550840,Smco1,SMCO1
15520,42548589,Smco2,SMCO2
15521,42548893,Smco3,SMCO3
15522,42534404,Smco4,SMCO4
15523,42549934,Smcp,SMCP
15524,42538195,Smcr8,SMCR8
15525,42533429,Smdt1,SMDT1
15526,42542947,Smg1,SMG1
15527,42548548,Smg5,SMG5
15528,42545263,Smg6,SMG6
15529,42544959,Smg7,SMG7
15530,42541834,Smg8,SMG8
15531,42533265,Smg9,SMG9
15532,42541063,Smim1,SMIM1
15533,42553099,Smim10l1,SMIM10L1
15534,42553236,Smim10l2a,SMIM10L2A
15535,42550361,Smim11,SMIM11
15536,42546064,Smim12,SMIM12
15537,42534480,Smim13,SMIM13
15538,42538972,Smim14,SMIM14
15539,42534324,Smim15,SMIM15
15540,42550536,Smim17,SMIM17
15541,42532578,Smim18,SMIM18
15542,42534411,Smim19,SMIM19
15543,42540205,Smim20,SMIM20
15544,42542034,Smim22,SMIM22
15545,42549928,Smim23,SMIM23
15546,42546309,Smim24,SMIM24
15547,42539668,Smim26,SMIM26
15548,42553271,Smim27,SMIM27
15549,42544968,Smim29,SMIM29
15550,42550751,Smim3,SMIM3
15551,42553349,Smim30,SMIM30
15552,42549951,Smim31,SMIM31
15553,42553357,Smim32,SMIM32
15554,42553337,Smim33,SMIM33
15555,42553267,Smim34,SMIM34
15556,42550822,Smim35,SMIM35
15557,42532467,Smim36,SMIM36
15558,42549005,Smim38,SMIM38
15559,42553354,Smim40,SMIM40
15560,42553355,Smim40-ps,SMIM40
15561,42553306,Smim41,SMIM41
15562,42550648,Smim45,SMIM45
15563,42537242,Smim5,SMIM5
15564,42553353,Smim6,SMIM6
15565,42540887,Smim7,SMIM7
15566,42532752,Smim8,SMIM8
15567,42553170,Smim9,SMIM9
15568,42548917,Smlr1,SMLR1
15569,42542991,Smn1,SMN1
15570,42539392,Smndc1,SMNDC1
15571,42539011,Smo,SMO
15572,42541561,Smoc1,SMOC1
15573,42534967,Smoc2,SMOC2
15574,42540275,Smox,SMOX
15575,42545494,Smpd1,SMPD1
15576,42534901,Smpd2,SMPD2
15577,42547072,Smpd3,SMPD3
15578,42542752,Smpd4,SMPD4
15579,42543305,Smpd5,SMPD5
15580,42536779,Smpdl3a,SMPDL3A
15581,42546120,Smpdl3b,SMPDL3B
15582,42542842,Smpx,SMPX
15583,42548970,Smr2,SMR3B
15584,42548971,Smr2l,SMR3B
15585,42549906,Smr3a,SMR3A
15586,42545170,Sms,SMS
15587,42553330,Sms-ps,SMS
15588,42543497,Smtn,SMTN
15589,42537446,Smtnl1,SMTNL1
15590,42541575,Smtnl2,SMTNL2
15591,42540574,Smu1,SMU1
15592,42545882,Smug1,SMUG1
15593,42543897,Smurf1,SMURF1
15594,42534981,Smurf2,SMURF2
15595,42543908,Smyd1,SMYD1
15596,42539057,Smyd2,SMYD2
15597,42540280,Smyd3,SMYD3
15598,42542813,Smyd4,SMYD4
15599,42537354,Smyd5,SMYD5
15600,42536857,Snai1,SNAI1
15601,42547235,Snai2,SNAI2
15602,42535576,Snai3,SNAI3
15603,42532707,Snap23,SNAP23
15604,42540366,Snap25,SNAP25
15605,42548159,Snap29,SNAP29
15606,42543720,Snap47,SNAP47
15607,42546094,Snap91,SNAP91
15608,42537788,Snapc1,SNAPC1
15609,42547145,Snapc2,SNAPC2
15610,42545909,Snapc3,SNAPC3
15611,42546670,Snapc4,SNAPC4
15612,42537817,Snapc5,SNAPC5
15613,42542546,Snapin,SNAPIN
15614,42548643,Snca,SNCA
15615,42532569,Sncaip,SNCAIP
15616,42542852,Sncb,SNCB
15617,42536574,Sncg,SNCG
15618,42537312,Snd1,SND1
15619,42544969,Sned1,SNED1
15620,42545489,Snf8,SNF8
15621,42553235,Snhg10,SNHG10
15622,42549488,Snhg11,SNHG11
15623,42553256,Snhg15,SNHG15
15624,42553168,Snhg16,SNHG16
15625,42553112,Snhg18,SNHG18
15626,42553110,Snhg20,SNHG20
15627,42553152,Snhg3,SNHG3
15628,42553238,Snhg5,SNHG5
15629,42553266,Snhg6,SNHG6
15630,42553192,Snhg7,SNHG7
15631,42553307,Snhg8,SNHG8
15632,42553101,Snhg9,SNHG9
15633,42539685,Snip1,SNIP1
15634,42535222,Snn,SNN
15635,42553126,Snora62,SNORA62
15636,42553138,Snora64,SNORA64
15637,42545040,Snorc,SNORC
15638,42553334,Snord123,SNORD123
15639,42553151,Snord32a,SNORD32A
15640,42553118,Snord33,SNORD33
15641,42553131,Snord34,SNORD34
15642,42553259,Snord35b,SNORD35B
15643,42553274,Snord61,SNORD61
15644,42553297,Snord82,SNORD82
15645,42542422,Snph,SNPH
15646,42545073,Snrk,SNRK
15647,42533582,Snrnp200,SNRNP200
15648,42545445,Snrnp25,SNRNP25
15649,42547435,Snrnp27,SNRNP27
15650,42536330,Snrnp35,SNRNP35
15651,42537436,Snrnp40,SNRNP40
15652,42539442,Snrnp48,SNRNP48
15653,42546341,Snrnp70,SNRNP70
15654,42541066,Snrpa,SNRPA
15655,42542040,Snrpa1,SNRPA1
15656,42546929,Snrpb,SNRPB
15657,42547090,Snrpb2,SNRPB2
15658,42541938,Snrpc,SNRPC
15659,42537465,Snrpd1,SNRPD1
15660,42546603,Snrpd2,SNRPD2
15661,42540106,Snrpd3,SNRPD3
15662,42541330,Snrpe,SNRPE
15663,42553269,Snrpert,SNRPE
15664,42548022,Snrpf,SNRPF
15665,42534180,Snrpg,SNRPG
15666,42546930,Snrpn,SNRPN
15667,42536216,Snta1,SNTA1
15668,42544825,Sntb1,SNTB1
15669,42533187,Sntb2,SNTB2
15670,42536136,Sntg1,SNTG1
15671,42544989,Sntg2,SNTG2
15672,42548799,Sntn,SNTN
15673,42543005,Snu13,SNU13
15674,42544443,Snupn,SNUPN
15675,42548698,Snurf,SNURF
15676,42538019,Snw1,SNW1
15677,42533342,Snx1,SNX1
15678,42544845,Snx10,SNX10
15679,42541626,Snx11,SNX11
15680,42544235,Snx12,SNX12
15681,42541645,Snx13,SNX13
15682,42542361,Snx14,SNX14
15683,42537656,Snx15,SNX15
15684,42536762,Snx16,SNX16
15685,42538934,Snx17,SNX17
15686,42537490,Snx18,SNX18
15687,42539593,Snx19,SNX19
15688,42534057,Snx2,SNX2
15689,42537552,Snx20,SNX20
15690,42544546,Snx21,SNX21
15691,42538884,Snx22,SNX22
15692,42538709,Snx24,SNX24
15693,42537152,Snx25,SNX25
15694,42534870,Snx27,SNX27
15695,42545563,Snx29,SNX29
15696,42534740,Snx3,SNX3
15697,42538009,Snx30,SNX30
15698,42550747,Snx31,SNX31
15699,42549691,Snx32,SNX32
15700,42538968,Snx33,SNX33
15701,42547923,Snx4,SNX4
15702,42537125,Snx5,SNX5
15703,42537504,Snx6,SNX6
15704,42540933,Snx7,SNX7
15705,42539214,Snx8,SNX8
15706,42536182,Snx9,SNX9
15707,42548552,Soat1,SOAT1
15708,42546792,Soat2,SOAT2
15709,42536269,Sobp,SOBP
15710,42540238,Socs1,SOCS1
15711,42541875,Socs2,SOCS2
15712,42536843,Socs3,SOCS3
15713,42541007,Socs4,SOCS4
15714,42537481,Socs5,SOCS5
15715,42543061,Socs6,SOCS6
15716,42547687,Socs7,SOCS7
15717,42547365,Sod1,SOD1
15718,42535262,Sod2,SOD2
15719,42534759,Sod3,SOD3
15720,42534691,Soga1,SOGA1
15721,42538390,Soga3,SOGA3
15722,42549681,Sohlh1,SOHLH1
15723,42550088,Sohlh2,SOHLH2
15724,42547642,Son,SON
15725,42553321,Sorbs1,SORBS1
15726,42538079,Sorbs2,SORBS2
15727,42543855,Sorbs3,SORBS3
15728,42538227,Sorcs1,SORCS1
15729,42544869,Sorcs2,SORCS2
15730,42538228,Sorcs3,SORCS3
15731,42535840,Sord,SORD
15732,42544622,Sorl1,SORL1
15733,42545673,Sort1,SORT1
15734,42538410,Sos1,SOS1
15735,42535648,Sos2,SOS2
15736,42538473,Sost,SOST
15737,42536778,Sostdc1,SOSTDC1
15738,42538891,Sowaha,SOWAHA
15739,42549121,Sowahb,SOWAHB
15740,42538011,Sowahc,SOWAHC
15741,42539025,Sowahd,SOWAHD
15742,42537930,Sox1,SOX1
15743,42536616,Sox10,SOX10
15744,42536166,Sox11,SOX11
15745,42547207,Sox12,SOX12
15746,42539307,Sox13,SOX13
15747,42547021,Sox14,SOX14
15748,42541131,Sox15,SOX15
15749,42553137,Sox16,SOX15
15750,42538930,Sox17,SOX17
15751,42543018,Sox18,SOX18
15752,42553282,Sox1ot,SOX1-OT
15753,42538710,Sox2,SOX2
15754,42544061,Sox21,SOX21
15755,42540851,Sox2ot,SOX2-OT
15756,42536968,Sox3,SOX3
15757,42550183,Sox30,SOX30
15758,42534799,Sox4,SOX4
15759,42546693,Sox5,SOX5
15760,42544452,Sox6,SOX6
15761,42544098,Sox7,SOX7
15762,42540515,Sox8,SOX8
15763,42536430,Sox9,SOX9
15764,42542017,Sp1,SP1
15765,42534231,Sp100,SP100
15766,42534232,Sp110,SP110
15767,42534233,Sp140,SP140
15768,42542309,Sp2,SP2
15769,42534909,Sp3,SP3
15770,42535360,Sp4,SP4
15771,42546557,Sp5,SP5
15772,42534123,Sp6,SP6
15773,42540059,Sp7,SP7
15774,42534920,Sp8,SP8
15775,42546342,Sp9,SP9
15776,42532918,Spa17,SPA17
15777,42553320,Spaar,SPAAR
15778,42550110,Spaca1,SPACA1
15779,42545948,Spaca3,SPACA3
15780,42534786,Spaca4,SPACA4
15781,42545944,Spaca5,SPACA5
15782,42549110,Spaca6,SPACA6
15783,42549326,Spaca7,SPACA7
15784,42534000,Spaca9,SPACA9
15785,42533450,Spacdr,SPACDR
15786,42533880,Spag1,SPAG1
15787,42549788,Spag11b,SPAG11B
15788,42550016,Spag16,SPAG16
15789,42532872,Spag17,SPAG17
15790,42549588,Spag4,SPAG4
15791,42532845,Spag5,SPAG5
15792,42544804,Spag6,SPAG6
15793,42544803,Spag6l,SPAG6
15794,42537586,Spag7,SPAG7
15795,42533841,Spag8,SPAG8
15796,42535440,Spag9,SPAG9
15797,42543994,Spam1,SPAM1
15798,42535201,Sparc,SPARC
15799,42539366,Sparcl1,SPARCL1
15800,42538611,Spast,SPAST
15801,42534059,Spata1,SPATA1
15802,42544963,Spata13,SPATA13
15803,42549527,Spata16,SPATA16
15804,42544923,Spata17,SPATA17
15805,42546287,Spata18,SPATA18
15806,42550965,Spata19,SPATA19
15807,42546075,Spata2,SPATA2
15808,42545240,Spata20,SPATA20
15809,42548972,Spata21,SPATA21
15810,42549582,Spata22,SPATA22
15811,42550879,Spata24,SPATA24
15812,42550589,Spata25,SPATA25
15813,42541460,Spata2l,SPATA2L
15814,42548936,Spata3,SPATA3
15815,42553317,Spata31d1b,SPATA31D1
15816,42550057,Spata31d1d,SPATA31D1
15817,42549297,Spata32,SPATA32
15818,42548652,Spata33,SPATA33
15819,42535380,Spata4,SPATA4
15820,42544231,Spata45,SPATA45
15821,42542639,Spata46,SPATA46
15822,42550768,Spata48,SPATA48
15823,42544690,Spata5,SPATA5
15824,42541385,Spata5l1,SPATA5L1
15825,42540091,Spata6,SPATA6
15826,42537786,Spata6l,SPATA6L
15827,42538270,Spata7,SPATA7
15828,42550374,Spata9,SPATA9
15829,42550076,Spatc1,SPATC1
15830,42550758,Spatc1l,SPATC1L
15831,42548995,Spats1,SPATS1
15832,42548454,Spats2,SPATS2
15833,42548455,Spats2l,SPATS2L
15834,42544748,Spc24,SPC24
15835,42541273,Spc25,SPC25
15836,42535300,Spcs1,SPCS1
15837,42542294,Spcs2,SPCS2
15838,42546061,Spcs3,SPCS3
15839,42549757,Spdef,SPDEF
15840,42533587,Spdl1,SPDL1
15841,42548569,Spdya,SPDYA
15842,42545174,Specc1,SPECC1
15843,42535250,Specc1l,SPECC1L
15844,42532330,Spef1,SPEF1
15845,42546537,Spef2,SPEF2
15846,42533616,Speg,SPEG
15847,42549880,Spem1,SPEM1
15848,42550834,Spem2,SPEM2
15849,42553081,Spem3,SPEM3
15850,42547420,Spen,SPEN
15851,42549838,Spesp1,SPESP1
15852,42546594,Spg11,SPG11
15853,42544201,Spg20,SPART
15854,42547762,Spg21,SPG21
15855,42537783,Spg7,SPG7
15856,42548890,Sphk1,SPHK1
15857,42545328,Sphk2,SPHK2
15858,42543059,Sphkap,SPHKAP
15859,42535873,Spi1,SPI1
15860,42550591,Spib,SPIB
15861,42542610,Spic,SPIC
15862,42546749,Spice1,SPICE1
15863,42539969,Spidr,SPIDR
15864,42549707,Spin1,SPIN1
15865,42553283,Spin4,SPIN4
15866,42533720,Spindoc,SPINDOC
15867,42548755,Spink1,SPINK1
15868,42549223,Spink13,SPINK13
15869,42549768,Spink14,SPINK14
15870,42532465,Spink2,SPINK2
15871,42536834,Spink4,SPINK4
15872,42550508,Spink5,SPINK5
15873,42549732,Spink6,SPINK6
15874,42550126,Spink7,SPINK7
15875,42548803,Spink8,SPINK8
15876,42544918,Spint1,SPINT1
15877,42541147,Spint2,SPINT2
15878,42549490,Spint3,SPINT3
15879,42553175,Spint4,SPINT4
15880,42550348,Spint5,SPINT5P
15881,42544994,Spire1,SPIRE1
15882,42542844,Spire2,SPIRE2
15883,42549004,Spn,SPN
15884,42544620,Spns1,SPNS1
15885,42535641,Spns2,SPNS2
15886,42543010,Spns3,SPNS3
15887,42542087,Spo11,SPO11
15888,42553233,Spocd1,SPOCD1
15889,42542169,Spock1,SPOCK1
15890,42542105,Spock2,SPOCK2
15891,42545879,Spock3,SPOCK3
15892,42542138,Spon1,SPON1
15893,42541281,Spon2,SPON2
15894,42548516,Spop,SPOP
15895,42544165,Spopl,SPOPL
15896,42534520,Spout1,SPOUT1
15897,42549244,Spp1,SPP1
15898,42533267,Spp2,SPP2
15899,42550079,Sppl2a,SPPL2A
15900,42538876,Sppl2b,SPPL2B
15901,42549316,Sppl2c,SPPL2C
15902,42542931,Sppl3,SPPL3
15903,42537378,Spr,SPR
15904,42539115,Spred1,SPRED1
15905,42536786,Spred2,SPRED2
15906,42537234,Spred3,SPRED3
15907,42532729,Spring1,SPRING1
15908,42535524,Sprn,SPRN
15909,42549703,Sprr1a,SPRR1A
15910,42550120,Sprr1b,SPRR1B
15911,42548815,Sprr2d,SPRR2D
15912,42548816,Sprr2e,SPRR2E
15913,42549897,Sprr3,SPRR3
15914,42553255,Sprr4,SPRR4
15915,42534197,Sprtn,SPRTN
15916,42542769,Spry1,SPRY1
15917,42543525,Spry2,SPRY2
15918,42553326,Spry3,SPRY3
15919,42539017,Spry4,SPRY4
15920,42537948,Spryd3,SPRYD3
15921,42536976,Spryd4,SPRYD4
15922,42544806,Spryd7,SPRYD7
15923,42545226,Spsb1,SPSB1
